130200497,40.5012211,22.9225617
130200506,40.5002551,22.9586093
130200507,40.5000854,22.9629346
130200508,40.5009392,22.9674412
134907710,40.5012318,22.9384795
134907711,40.5010325,22.9397365
134907714,40.5000635,22.9650754
134907717,40.5001749,22.9658155
134907718,40.5003163,22.9662838
134907719,40.5005807,22.9668605
134920478,40.5000211,22.8920491
134920487,40.5000796,22.8938955
134920495,40.4991667,22.8962159
134920507,40.4991792,22.8997119
134920522,40.4997478,22.9049134
134920538,40.5014461,22.9108125
134920540,40.5019455,22.9119485
134920541,40.5020526,22.9122206
134920547,40.5010193,22.9258106
134925197,40.5021136,22.9331411
134925230,40.4999504,22.9644707
136517837,40.4884200,22.9526875
136517839,40.4876812,22.9532543
136517840,40.4866621,22.9540337
136517842,40.4856813,22.9543945
145467146,40.4992928,22.9652463
145468091,40.5011269,22.9677186
145469756,40.5010158,22.9675518
145470194,40.5004785,22.9666692
145470195,40.5002451,22.9660705
145470196,40.5001169,22.9655139
145470198,40.5000446,22.9647786
145470467,40.5007074,22.9670884
145471635,40.5000448,22.9643310
145471637,40.5000559,22.9638784
145473957,40.4985793,22.9650055
145473958,40.4982457,22.9649013
145473959,40.4977331,22.9647316
145473960,40.4971852,22.9645572
145473961,40.4965656,22.9643636
145473962,40.4956537,22.9640666
145473963,40.4951981,22.9639165
145473965,40.4949887,22.9638375
145473966,40.4948792,22.9637811
145473967,40.4947109,22.9636725
145473968,40.4946267,22.9635908
145473969,40.4944591,22.9633971
145473970,40.4941970,22.9630894
145473971,40.4939151,22.9627590
145473972,40.4935811,22.9623624
145473973,40.4934350,22.9622023
145473975,40.4931977,22.9620291
145473976,40.4929276,22.9618808
145482525,40.4925484,22.9616525
145482527,40.4905559,22.9605812
145482528,40.4903908,22.9604920
145482529,40.4900787,22.9603435
145482530,40.4897940,22.9602447
145482531,40.4892129,22.9600724
145482532,40.4881847,22.9597726
145482533,40.4874458,22.9595588
145482534,40.4867693,22.9593900
145482535,40.4866631,22.9593710
145482536,40.4865906,22.9593609
145482537,40.4863165,22.9593458
145482538,40.4860726,22.9593498
145482541,40.4847724,22.9593293
145482542,40.4845735,22.9593291
145482543,40.4843728,22.9593352
145482545,40.4841726,22.9593574
145482546,40.4836257,22.9594404
145482547,40.4834181,22.9594587
145482548,40.4832148,22.9594635
145482549,40.4829683,22.9594459
145482550,40.4826712,22.9594206
145482551,40.4823505,22.9594296
145482552,40.4820983,22.9594415
145482553,40.4814023,22.9594829
145482554,40.4810050,22.9594951
145482555,40.4808380,22.9594767
145482556,40.4805328,22.9593558
145482559,40.4802587,22.9591746
145482560,40.4801013,22.9590799
145482561,40.4799849,22.9590155
145482562,40.4797527,22.9589520
145482564,40.4794203,22.9589325
145482566,40.4790565,22.9589170
145482568,40.4788178,22.9589132
145482569,40.4786416,22.9589026
145484979,40.4814214,22.9556131
145484980,40.4809725,22.9557948
145484981,40.4806692,22.9559269
145484982,40.4801489,22.9561614
145484983,40.4795786,22.9563946
145484984,40.4792264,22.9565742
145484985,40.4788262,22.9567876
145484987,40.4784762,22.9569679
145484988,40.4781314,22.9572097
145486012,40.4843007,22.9547252
145486013,40.4840616,22.9547891
145486014,40.4835553,22.9549333
145486015,40.4829351,22.9550852
145486016,40.4825761,22.9551855
145486017,40.4821391,22.9553159
145486018,40.4817588,22.9554612
145489667,40.5010252,22.9502756
145489669,40.5005809,22.9502058
145489670,40.5004388,22.9502026
145489674,40.4998802,22.9501793
145490450,40.4998733,22.9502808
145490454,40.5003347,22.9503526
145490455,40.5004301,22.9503558
145490456,40.5005739,22.9503571
145491670,40.5010849,22.9504088
145491671,40.5012448,22.9504828
145491673,40.5016236,22.9504852
145491674,40.5018871,22.9505329
145491675,40.5021305,22.9506013
145492294,40.4977221,22.9499251
145492295,40.4971934,22.9498393
145492296,40.4967626,22.9497535
145492297,40.4960316,22.9496419
145492298,40.4959533,22.9496333
145492300,40.4958165,22.9496420
145493326,40.4952222,22.9497363
145493327,40.4943476,22.9498908
145493328,40.4933296,22.9501313
145493329,40.4928009,22.9502686
145493330,40.4920436,22.9504479
145493331,40.4906682,22.9509904
145493333,40.4902133,22.9513865
145493335,40.4896874,22.9518026
145493336,40.4893353,22.9520456
145493337,40.4891391,22.9521621
145493338,40.4889010,22.9523198
145493339,40.4887299,22.9524445
146374887,40.5085657,22.9262743
146374900,40.5082016,22.9213010
146374902,40.5081274,22.9210366
146374906,40.5067927,22.9167481
146374912,40.5046727,22.9081772
146374914,40.5041746,22.9049484
146374915,40.5040320,22.9043055
146374916,40.5039550,22.9038594
146374918,40.5038381,22.9030301
146374920,40.5033937,22.9005516
146374921,40.5029419,22.8984717
146374922,40.5028096,22.8977179
146374924,40.5027950,22.8972110
146374927,40.5027502,22.8963741
146374928,40.5026278,22.8955883
146374931,40.5024381,22.8945878
146374933,40.5023545,22.8940916
146374935,40.5022892,22.8935444
146375751,40.5061046,22.9251433
146375753,40.5067063,22.9281308
146375755,40.5075727,22.9334679
146375758,40.5077395,22.9347391
146375759,40.5079882,22.9370747
146376613,40.5106774,22.9302911
146378299,40.5040579,22.9075128
146378300,40.5047926,22.9111252
146378302,40.5048339,22.9120678
146378305,40.5052077,22.9139245
146378307,40.5059883,22.9171433
146378311,40.5072405,22.9217917
146378313,40.5078738,22.9241034
146378315,40.5084410,22.9262689
146378316,40.5088718,22.9275886
146378318,40.5094745,22.9293637
146378319,40.5096551,22.9299204
146379667,40.5023185,22.9049915
146379668,40.5029637,22.9079459
146379952,40.5037962,22.9144826
146379954,40.5040416,22.9154073
146380451,40.5051667,22.9109705
146381500,40.5054106,22.9147723
